key,item_id,rarity,name,category,image_num,color,brand,type,like,outfit_id,volume,series_name,term_start,term_end
p_030,P-030,KR,ポップミラクル☆キラッツグループキラッとヘアアクセ,ヘアアクセ,28300,水色,ガールズエール,ポップ,900,ポップミラクル☆キラッツグループキラッと,,2018年11月「あたり」でもらおう！限定キラチケキャンペーン！,,
p_031,P-031,SR,パンクキャットグリーントップス,トップス,,黒,ロマイスビート,クール,700,パンクキャットグリーン,,劇場版 プリパラ＆キラッとプリ☆チャン ～きらきらメモリアルライブ～　初回特典,,
p_032,P-032,SR,パンクキャットグリーンスカート,ボトムス,,緑,ロマイスビート,クール,800,パンクキャットグリーン,,劇場版 プリパラ＆キラッとプリ☆チャン ～きらきらメモリアルライブ～　初回特典,,
p_033,P-033,SR,パンクキャットグリーンシューズ,シューズ,,緑,ロマイスビート,クール,750,パンクキャットグリーン,,劇場版 プリパラ＆キラッとプリ☆チャン ～きらきらメモリアルライブ～　初回特典,,
p_034,P-034,SR,パンクキャットグリーンヘアアクセ,ヘアアクセ,,黒,ロマイスビート,クール,700,パンクキャットグリーン,,劇場版 プリパラ＆キラッとプリ☆チャン ～きらきらメモリアルライブ～　初回特典,,
p_035,P-035,R,ゴスロリパラソル,パシャっとアイテム,,黒,ドーリーワルツ,ラブリー,550,パシャっとアイテム,,キラッとプリ☆チャン♪ソングコレクション~2ndチャンネル~,,
p_036,P-036,KR,クールメルティックスターグループキラッとワンピ,ワンピース,,紫,ユニバースクイーン,クール,1900,クールメルティックスターグループキラッと,,2019年1月「あたり」でもらおう！限定キラチケキャンペーン！,,
p_037,P-037,KR,クールメルティックスターグループキラッとシューズ,シューズ,28310,白,ユニバースクイーン,クール,900,クールメルティックスターグループキラッと,,第5弾1月チャンネル限定,,
p_038,P-038,KR,クールメルティックスターグループキラッとヘアアクセ,ヘアアクセ,,紫,ユニバースクイーン,クール,900,クールメルティックスターグループキラッと,,2019年1月「あたり」でもらおう！限定キラチケキャンペーン！,,
p_039,P-039,SR,スターダストピンクグラデワンピ,ワンピース,,ピンク,シークレットアリス,クール,1300,スターダストピンクグラデ,,シルバークラス認定会,,
p_040,P-040,SR,ねこうらないしブラウンワンピ,ワンピース,,ピンク,ユニバースクリーン,クール,1300,ねこうらないしブラウン,,劇場版 プリパラ＆キラッとプリ☆チャン ～きらきらメモリアルライブ～　リマスター版　入場特典,,
p_041,P-041,SR,ねこうらないしブラウンシューズ,シューズ,,茶,ユニバースクリーン,クール,700,ねこうらないしブラウン,,劇場版 プリパラ＆キラッとプリ☆チャン ～きらきらメモリアルライブ～　リマスター版　入場特典,,
p_042,P-042,SR,ねこうらないしブラウンワヘアアクセ,ヘアアクセ,,茶,ユニバースクリーン,クール,700,ねこうらないしブラウン,,劇場版 プリパラ＆キラッとプリ☆チャン ～きらきらメモリアルライブ～　リマスター版　入場特典,,
p_043,P-043,SR,ねこうらないしブルーワンピ,ワンピース,,青,ユニバースクイーン,クール,1300,ねこうらないしブルー,,モーリーファンタジー・PALO限定！「あたり」でもらおう！プリチケキャンペーン！,,
p_044,P-044,SR,ねこうらないしブルーシューズ,シューズ,,黒,ユニバースクイーン,クール,700,ねこうらないしブルー,,モーリーファンタジー・PALO限定！「あたり」でもらおう！プリチケキャンペーン！,,
p_045,P-045,SR,ねこうらないしブルーヘアアクセ,ヘアアクセ,28279,青,ユニバースクイーン,クール,700,ねこうらないしブルー,,第6弾2月チャンネル限定,,
p_046,P-046,KR,アイランジュピンクキラッとワンピ,ワンピース,,ピンク,プレシャスミューズ,プレミアム,1900,アイランジュピンクキラッと,,2019年3月「あたり」でもらおう！限定キラチケキャンペーン！,,
p_047,P-047,KR,アイランジュピンクキラッとシューズ,シューズ,28423,ピンク,プレシャスミューズ,プレミアム,900,アイランジュピンクキラッと,,第6弾3月チャンネル限定,,
p_048,P-046,KR,アイランジュピンクキラッとへアアクセ,ヘアアクセ,,ピンク,プレシャスミューズ,プレミアム,900,アイランジュピンクキラッと,,2019年3月「あたり」でもらおう！限定キラチケキャンペーン！,,
p_049,P-049,SR,もこもこモンスターグリーントップス,トップス,,緑,ユニバースクリーン,クール,800,もこもこモンスターグリーン,,モーリーファンタジー・PALOパロ　キャンペーン,,
p_050,P-050,SR,もこもこモンスターグリーンパンツ,ボトムス,,緑,ユニバースクリーン,クール,750,もこもこモンスターグリーン,,モーリーファンタジー・PALOパロ　キャンペーン,,
p_051,P-051,SR,もこもこモンスターグリーンシューズ,シューズ,,黄,ユニバースクリーン,クール,700,もこもこモンスターグリーン,,モーリーファンタジー・PALOパロ　キャンペーン,,
p_052,P-052,SR,もこもこモンスターグリーンヘアアクセ,ヘアアクセ,,赤,ユニバースクリーン,クール,700,もこもこモンスターグリーン,,モーリーファンタジー・PALOパロ　キャンペーン,,
p_053,P-053,SR,ホワイトデーラブレッドトップス,トップス,,赤,ドーリーワルツ,ラブリー,800,ホワイトデーラブレッド,,キッズゲームフェスタ限定,,
p_054,P-054,SR,ホワイトデーラブレッドスカート,ボトムス,,赤,ドーリーワルツ,ラブリー,750,ホワイトデーラブレッド,,キッズゲームフェスタ限定,,
p_055,P-055,SR,ホワイトデーラブレッドシューズ,シューズ,,赤,ドーリーワルツ,ラブリー,700,ホワイトデーラブレッド,,キッズゲームフェスタ限定,,
p_056,P-056,SR,ホワイトデーラブレッドヘアアクセ,ヘアアクセ,,赤,ドーリーワルツ,ラブリー,700,ホワイトデーラブレッド,,キッズゲームフェスタ限定,,
p_060,P-060,SR,エンジェルナースピンクトップス,トップス,,ピンク,スイートハニー,ラブリー,800,エンジェルナースピンク,,プリズムストーンショップ配布プロモ,,
p_061,P-061,SR,エンジェルナースピンクスカート,ボトムス,,ピンク,スイートハニー,ラブリー,750,エンジェルナースピンク,,プリズムストーンショップ配布プロモ,,
p_062,P-062,SR,エンジェルナースピンクシューズ,シューズ,,ピンク,スイートハニー,ラブリー,700,エンジェルナースピンク,,プリズムストーンショップ配布プロモ,,
p_063,P-063,SR,エンジェルナースピンクヘアアクセ,ヘアアクセ,,ピンク,スイートハニー,ラブリー,700,エンジェルナースピンク,,プリズムストーンショップ配布プロモ,,
p_064,P-064,SR,ギンガムハートブロッサムピンクトップス,トップス,,ピンク,スイートハニー,ラブリー,800,ギンガムハートブロッサムピンク,,ジュエルアイドルデビューやってみた！無料プレゼントキャンペーン,,
p_065,P-065,SR,ギンガムハートブロッサムピンクスカート,ボトムス,,ピンク,スイートハニー,ラブリー,700,ギンガムハートブロッサムピンク,,ジュエルアイドルデビューやってみた！無料プレゼントキャンペーン,,
p_066,P-066,SR,ギンガムハートブロッサムピンクシューズ,シューズ,,ピンク,スイートハニー,ラブリー,750,ギンガムハートブロッサムピンク,,ジュエルアイドルデビューやってみた！無料プレゼントキャンペーン,,
p_067,P-067,SR,ギンガムハートブロッサムピンクヘアアクセ,ヘアアクセ,,ピンク,スイートハニー,ラブリー,700,ギンガムハートブロッサムピンク,,ジュエルアイドルデビューやってみた！無料プレゼントキャンペーン,,
p_068,P-068,SR,クラブストライプネイビートップス,トップス,,青,シークレットアリス,クール,800,クラブストライプネイビー,,ローソン限定コラボ,,
p_069,P-069,SR,クラブストライプネイビースカート,ボトムス,,青,シークレットアリス,クール,750,クラブストライプネイビー,,ローソン限定コラボ,,
p_070,P-070,SR,クラブストライプネイビーシューズ,シューズ,,青,シークレットアリス,クール,700,クラブストライプネイビー,,ローソン限定コラボ,,
p_071,P-071,SR,クラブストライプネイビーヘアアクセ,ヘアアクセ,,青,シークレットアリス,クール,700,クラブストライプネイビー,,ローソン限定コラボ,,
p_072,P-072,SR,ハッピースウィムトリコロールワンピ,ワンピース,,青,スイートハニー,ラブリー,1300,ハッピースウィムトリコロール,,ジュエルパクト,,
p_073,P-073,SR,ハッピースウィムトリコロールシューズ,シューズ,,青,スイートハニー,ラブリー,700,ハッピースウィムトリコロール,,ジュエルパクト,,
p_074,P-074,SR,ハッピースウィムトリコロールヘアアクセ,ヘアアクセ,,赤,スイートハニー,ラブリー,700,ハッピースウィムトリコロール,,ジュエルパクト,,
p_075,P-075,SR,ミラクルアイドルホワイトトップス,トップス,,白,プレシャスミューズ,プレミアム,800,ミラクルアイドルホワイト,,キラッとプリ☆チャン Blu-ray＆DVD BOX第3巻,,
p_076,P-076,SR,ミラクルアイドルホワイトスカート,ボトムス,,白,プレシャスミューズ,プレミアム,750,ミラクルアイドルホワイト,,キラッとプリ☆チャン Blu-ray＆DVD BOX第4巻,,
p_077,P-077,SR,ミラクルアイドルホワイトシューズ,シューズ,,白,プレシャスミューズ,プレミアム,700,ミラクルアイドルホワイト,,キラッとプリ☆チャン Blu-ray＆DVD BOX第3巻,,
p_078,P-078,SR,ミラクルアイドルホワイトヘアアクセ,ヘアアクセ,,白,プレシャスミューズ,プレミアム,700,ミラクルアイドルホワイト,,キラッとプリ☆チャン Blu-ray＆DVD BOX第4巻,,
p_079,P-079,SR,ハートフルバレンタインホワイトトップス,トップス,,茶,シークレットアリス,クール,800,ハートフルバレンタインホワイト,,GAME Pri☆chan Music Collection vol.1,,
p_080,P-080,SR,ハートフルバレンタインホワイトスカート,ボトムス,,白,シークレットアリス,クール,750,ハートフルバレンタインホワイト,,GAME Pri☆chan Music Collection vol.1,,
p_081,P-081,SR,ハートフルバレンタインホワイトシューズ,シューズ,,白,シークレットアリス,クール,700,ハートフルバレンタインホワイト,,GAME Pri☆chan Music Collection vol.1,,
p_082,P-082,SR,ハートフルバレンタインホワイトヘアアクセ,ヘアアクセ,,茶,シークレットアリス,クール,700,ハートフルバレンタインホワイト,,GAME Pri☆chan Music Collection vol.1,,
p_083,P-083,SR,キラキラフィーバーグリーントップス,トップス,,緑,ユニバースクリーン,クール,750,キラキラフィーバーグリーン,,プリズムストーンショップ配布プロモ,,
p_084,P-084,SR,キラキラフィーバーグリーンスカート,ボトムス,,緑,ユニバースクリーン,クール,800,キラキラフィーバーグリーン,,プリズムストーンショップ配布プロモ,,
p_085,P-085,SR,キラキラフィーバーグリーンシューズ,シューズ,,緑,ユニバースクリーン,クール,700,キラキラフィーバーグリーン,,プリズムストーンショップ配布プロモ,,
p_086,P-086,SR,キラキラフィーバーグリーンヘアアクセ,ヘアアクセ,,白,ユニバースクリーン,クール,700,キラキラフィーバーグリーン,,プリズムストーンショップ配布プロモ,,
p_087,P-087,JR,ときめきのピンクジュエルドレス,ワンピース,,ピンク,スイートハニー,ラブリー,1000,ときめきのピンクジュエル,,だいあフェス～シューズスペシャル～ 先行大会,,
p_088,P-088,R,レッド×イエローチェックワンピ,ワンピース,,赤,シークレットアリス,クール,1000,レッド×イエローチェック,,東京おもちゃショー2019入場者プレゼント,,
p_089,P-089,R,レッド×イエローチェックシューズ,シューズ,,赤,シークレットアリス,クール,550,レッド×イエローチェック,,東京おもちゃショー2019入場者プレゼント,,
p_090,P-090,R,レッド×イエローチェックヘアアクセ,ヘアアクセ,,赤,シークレットアリス,クール,550,レッド×イエローチェック,,東京おもちゃショー2019入場者プレゼント,,
p_091,P-091,SR,ピクニックギンガムレッドケープワンピ,ワンピース,,赤,ドーリーワルツ,ラブリー,1200,ピクニックギンガムレッド,,ジュエル2弾 無料プレゼントキャンペーン,,
p_092,P-092,SR,ピクニックギンガムレッドシューズ,シューズ,,赤,ドーリーワルツ,ラブリー,600,ピクニックギンガムレッド,,ジュエル2弾 無料プレゼントキャンペーン,,
p_093,P-093,SR,ピクニックギンガムレッドヘアアクセ,ヘアアクセ,,白,ドーリーワルツ,ラブリー,600,ピクニックギンガムレッド,,ジュエル2弾 無料プレゼントキャンペーン,,
p_094,P-094,R,レッドギンガムサマーワンピ,ワンピース,,赤,スイートハニー,ラブリー,1000,レッドギンガムサマー,,無料Ｗ（ダブル）プレゼントキャンペーン！,,
p_095,P-095,R,レッドギンガムサマーシューズ,シューズ,,赤,スイートハニー,ラブリー,550,レッドギンガムサマー,,無料Ｗ（ダブル）プレゼントキャンペーン！,,
p_096,P-096,R,レッドギンガムむぎわら,ヘアアクセ,,赤,スイートハニー,ラブリー,550,レッドギンガムサマー,,無料Ｗ（ダブル）プレゼントキャンペーン！,,
p_097,P-097,PR,チームスーパーサイリウムらぁらアナザーワンピ,ワンピース,,ゴールド,ブランドなし,ラブリー,1550,チームスーパーサイリウムらぁらアナザー,,デザインパレット先行予約特典,,
p_098,P-098,PR,チームスーパーサイリウムらぁらアナザーシューズ,シューズ,,ゴールド,ブランドなし,ラブリー,800,チームスーパーサイリウムらぁらアナザー,,デザインパレット先行予約特典,,
p_099,P-099,PR,チームスーパーサイリウムらぁらアナザーヘアアクセ,ヘアアクセ,,ゴールド,ブランドなし,ラブリー,800,チームスーパーサイリウムらぁらアナザー,,デザインパレット先行予約特典,,
p_100,P-100,KR,ピュアプリンセスノワールワンピ,ワンピース,,黒,ユニバースクイ－ン,クール,1600,ピュアプリンセスノワール,,デザインパレット先行予約特典,,
p_101,P-101,KR,ピュアプリンセスノワールシューズ,シューズ,,黒,ユニバースクイ－ン,クール,850,ピュアプリンセスノワール,,デザインパレット先行予約特典,,
p_102,P-102,KR,ピュアプリンセスノワールヘアアクセ,ヘアアクセ,,黒,ユニバースクイ－ン,クール,850,ピュアプリンセスノワール,,デザインパレット先行予約特典,,
p_103,P-103,KR,スイートハニーゴールドキラッとワンピ,ワンピース,,ゴールド,スイートハニー,ラブリー,1570,スイートハニーゴールドキラッと,,ゴールドクラス認定会,,
p_104,P-104,KR,スイートハニーゴールドキラッとシューズ,シューズ,,ゴールド,スイートハニー,ラブリー,750,スイートハニーゴールドキラッと,,ゴールドクラス認定会,,
p_105,P-105,KR,スイートハニーゴールドキラッとヘアアクセ,ヘアアクセ,,ゴールド,スイートハニー,ラブリー,750,スイートハニーゴールドキラッと,,ゴールドクラス認定会,,
p_106,P-106,JR,ちしきのパープルジュエルドレス,ワンピース,,紫,ユニバースクイーン,クール,1000,ちしきのパープルジュエル,,だいあフェス～ヘアアクセスペシャル～,,
p_107,P-107,HR,シンデレラプリンスオレンジワンピ,ワンピース,,オレンジ,プレシャスミューズ,プレミアム,2000,シンデレラプリンスオレンジ,,2019年8月「あたり」でもらおう！限定キラチケキャンペーン！,,
p_108,P-108,HR,シンデレラプリンスオレンジシューズ,シューズ,28825,オレンジ,プレシャスミューズ,プレミアム,950,シンデレラプリンスオレンジ,ジュエル3弾,リングマリィコレクション,2019-08-08,2019-10-23
p_109,P-109,HR,シンデレラプリンスオレンジヘアアクセ,ヘアアクセ,,オレンジ,プレシャスミューズ,プレミアム,950,シンデレラプリンスオレンジ,,2019年8月「あたり」でもらおう！限定キラチケキャンペーン！,,
p_110,P-110,R,パステルチューリップグリーンワンピ,ワンピース,,緑,スイートハニー,ラブリー,1000,パステルチューリップグリーン,,ちゃおサマーフェスティバル2019,,
p_111,P-111,R,パステルチューリップグリーンシューズ,シューズ,,緑,スイートハニー,ラブリー,550,パステルチューリップグリーン,,ちゃおサマーフェスティバル2019,,
p_112,P-112,R,パステルチューリップグリーンヘアアクセ,ヘアアクセ,,白,スイートハニー,ラブリー,550,パステルチューリップグリーン,,ちゃおサマーフェスティバル2019,,
p_117,P-117,JR,しあわせのゴールドジュエルドレス,ワンピース,,ゴールド,キューティーハピネス,ラブリー,1000,しあわせのゴールドジュエル,,だいあフェス～ワンピスペシャル～,,
p_118,P-118,R,もりのおんがくたいサニートップス,トップス,,オレンジ,ドーリーワルツ,ラブリー,650,もりのおんがくたいサニー,,GAME Pri☆chan Music Collection vol.2,,
p_119,P-119,R,もりのおんがくたいサニースカート,ボトムス,,オレンジ,ドーリーワルツ,ラブリー,600,もりのおんがくたいサニー,,GAME Pri☆chan Music Collection vol.2,,
p_120,P-120,R,もりのおんがくたいサニーシューズ,シューズ,,白,ドーリーワルツ,ラブリー,550,もりのおんがくたいサニー,,GAME Pri☆chan Music Collection vol.2,,
p_121,P-121,R,もりのおんがくたいサニーヘアアクセ,ヘアアクセ,,オレンジ,ドーリーワルツ,ラブリー,550,もりのおんがくたいサニー,,GAME Pri☆chan Music Collection vol.2,,
p_123,P-123,HR,おとのさまもえぎシューズ,シューズ,29077,白,ダンスアンドストリート,クール,950,おとのさまもえぎ,ジュエル4弾,アンジュコレクション,2019-10-24,2019-12-25
p_125,P-125,R,ゆうびんやさんおひさまワンピ,ワンピース,,赤,ガールズエール,ポップ,1000,ゆうびんやさんおひさま,,スペシャルカードセット無料配布キャンペーン,,
p_126,P-126,R,ゆうびんやさんおひさまシューズ,シューズ,,白,ガールズエール,ポップ,550,ゆうびんやさんおひさま,,スペシャルカードセット無料配布キャンペーン,,
p_127,P-127,R,ゆうびんやさんおひさまヘアアクセ,ヘアアクセ,,赤,ガールズエール,ポップ,550,ゆうびんやさんおひさま,,スペシャルカードセット無料配布キャンペーン,,
p_128,P-128,PR,はあと♡パールみずいろワンピ,ワンピース,,水色,キューティーハピネス,ラブリー,1500,はあと♡パールみずいろ,,デザインパレット ジュエルピンク・ジュエルホワイト 早期購入特典,,
p_129,P-129,PR,はあと♡パールみずいろシューズ,シューズ,,水色,キューティーハピネス,ラブリー,750,はあと♡パールみずいろ,,デザインパレット ジュエルピンク・ジュエルホワイト 早期購入特典,,
p_130,P-130,PR,はあと♡パールみずいろヘアアクセ,ヘアアクセ,,水色,キューティーハピネス,ラブリー,750,はあと♡パールみずいろ,,デザインパレット ジュエルピンク・ジュエルホワイト 早期購入特典,,
p_140,P-140,SR,ティーパーティーブルーベリートップス,トップス,,紫,ドーリーワルツ,ラブリー,700,ティーパーティーブルーベリー,,「キラッとプリ☆チャン」スタンプラリーin広島,,
p_141,P-141,SR,ティーパーティーブルーベリースカート,ボトムス,,紫,ドーリーワルツ,ラブリー,800,ティーパーティーブルーベリー,,「キラッとプリ☆チャン」スタンプラリーin広島,,
p_142,P-142,SR,ティーパーティーブルーベリーシューズ,シューズ,,紫,ドーリーワルツ,ラブリー,750,ティーパーティーブルーベリー,,「キラッとプリ☆チャン」スタンプラリーin広島,,
p_143,P-143,SR,ティーパーティーブルーベリーヘアアクセ,ヘアアクセ,,紫,ドーリーワルツ,ラブリー,700,ティーパーティーブルーベリー,,「キラッとプリ☆チャン」スタンプラリーin広島,,
p_144,P-144,R,えきちょうさんピンクトップス,トップス,,ピンク,ガーツズエール,ポップ,650,えきちょうさんピンク,,プリズムストーンショップ配布プロモ,,
p_145,P-145,R,えきちょうさんピンクスカート,ボトムス,,ピンク,ガーツズエール,ポップ,550,えきちょうさんピンク,,プリズムストーンショップ配布プロモ,,
p_146,P-146,R,えきちょうさんピンクシューズ,シューズ,,ピンク,ガーツズエール,ポップ,550,えきちょうさんピンク,,プリズムストーンショップ配布プロモ,,
p_147,P-147,R,えきちょうさんピンクヘアアクセ,ヘアアクセ,,ピンク,ガーツズエール,ポップ,600,えきちょうさんピンク,,プリズムストーンショップ配布プロモ,,
p_148,P-148,SR,ホーンテッドヴァンパイアブルーパープルトップス,トップス,,紫,ロマンスビート,クール,800,ホーンテッドヴァンパイアブルーパープル,,キラッとプリ☆チャン シーズン2 Blu-ray＆DVD BOX 1,,
p_150,P-150,SR,ホーンテッドヴァンパイアブルーパープルシューズ,シューズ,,紫,ロマンスビート,クール,700,ホーンテッドヴァンパイアブルーパープル,,キラッとプリ☆チャン シーズン2 Blu-ray＆DVD BOX 1,,
p_152,P-152,SR,ピクニックギンガムゴールドワンピ,ワンピース,,ゴールド,ドーリーワルツ,ラブリー,1300,ピクニックギンガムゴールド,,デザインパレット ジュエルピンク・ジュエルホワイト 店舗特典 トイザらス,,
p_153,P-153,SR,ピクニックギンガムゴールドシューズ,シューズ,,ゴールド,ドーリーワルツ,ラブリー,700,ピクニックギンガムゴールド,,デザインパレット ジュエルピンク・ジュエルホワイト 店舗特典 トイザらス,,
p_154,P-154,SR,ピクニックギンガムゴールドヘアアクセ,ヘアアクセ,,白,ドーリーワルツ,ラブリー,700,ピクニックギンガムゴールド,,デザインパレット ジュエルピンク・ジュエルホワイト 店舗特典 トイザらス,,
p_155,P-155,SR,もりのおんがくたいフラワートップス,トップス,,ピンク,ドーリーワルツ,ラブリー,800,もりのおんがくたいフラワー,,デザインパレット ジュエルピンク・ジュエルホワイト 店舗特典 イオン,,
p_156,P-156,SR,もりのおんがくたいフラワースカート,ボトムス,,ピンク,ドーリーワルツ,ラブリー,700,もりのおんがくたいフラワー,,デザインパレット ジュエルピンク・ジュエルホワイト 店舗特典 イオン,,
p_157,P-157,SR,もりのおんがくたいフラワーシューズ,シューズ,,白,ドーリーワルツ,ラブリー,750,もりのおんがくたいフラワー,,デザインパレット ジュエルピンク・ジュエルホワイト 店舗特典 イオン,,
p_158,P-158,SR,もりのおんがくたいフラワーヘアアクセ,ヘアアクセ,,ピンク,ドーリーワルツ,ラブリー,700,もりのおんがくたいフラワー,,デザインパレット ジュエルピンク・ジュエルホワイト 店舗特典 イオン,,
p_159,P-159,SR,ブラック×ピンクチェックワンピ,ワンピース,,黒,シークレットアリス,クール,1300,ブラック×ピンクチェック,,デザインパレット ジュエルピンク・ジュエルホワイト 店舗特典 イトーヨーカドー,,
p_160,P-160,SR,ブラック×ピンクチェックシューズ,シューズ,,黒,シークレットアリス,クール,700,ブラック×ピンクチェック,,デザインパレット ジュエルピンク・ジュエルホワイト 店舗特典 イトーヨーカドー,,
p_161,P-161,SR,ブラック×ピンクチェックヘアアクセ,ヘアアクセ,,黒,シークレットアリス,クール,700,ブラック×ピンクチェック,,デザインパレット ジュエルピンク・ジュエルホワイト 店舗特典 イトーヨーカドー,,
p_162,P-162,SR,ロータスチャイナオレンジトップス,トップス,,オレンジ,シークレットアリス,クール,800,ロータスチャイナオレンジ,,デザインパレット ジュエルピンク・ジュエルホワイト 店舗特典 アピタ,,
p_163,P-163,SR,ロータスチャイナオレンジスカート,ボトムス,,オレンジ,シークレットアリス,クール,750,ロータスチャイナオレンジ,,デザインパレット ジュエルピンク・ジュエルホワイト 店舗特典 アピタ,,
p_164,P-164,SR,ロータスチャイナオレンジシューズ,シューズ,,オレンジ,シークレットアリス,クール,700,ロータスチャイナオレンジ,,デザインパレット ジュエルピンク・ジュエルホワイト 店舗特典 アピタ,,
