key,item_id,rarity,name,category,image_num,color,brand,type,like,outfit_id,series_name,collection_term
sl5_04,SL5-04,PR,はなのプリパリルージュヘアアクセ,ヘアアクセ,70618,赤,ブランドなし,,750,5-27,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_05,SL5-05,PR,キューティーキャッツピンクトップス,トップス,70626,ピンク,ブランドなし,,750,5-28,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_06,SL5-06,PR,キューティーキャッツピンクパンツ,ボトムス,70627,ピンク,ブランドなし,,850,5-28,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_07,SL5-07,PR,キューティーキャッツピンクシューズ,シューズ,70628,黒,ブランドなし,,800,5-28,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_08,SL5-08,PR,キューティーキャッツピンクヘアアクセ,ヘアアクセ,70629,ピンク,ブランドなし,,750,5-28,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_09,SL5-09,SR,ぶとうかいシネマワンピ,ワンピース,70619,赤,ブランドなし,,1200,5-29,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_10,SL5-10,SR,ぶとうかいシネマシューズ,シューズ,70620,赤,ブランドなし,,600,5-29,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_11,SL5-11,SR,ぶとうかいシネマヘアアクセ,ヘアアクセ,70621,赤,ブランドなし,,600,5-29,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_12,SL5-12,SR,ロックスタイルレディトップスS,トップス,70622,緑,ブランドなし,,700,5-30,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_13,SL5-13,SR,ロックスタイルレディパンツS,ボトムス,70623,緑,ブランドなし,,650,5-30,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_14,SL5-14,SR,ロックスタイルレディブーツS,シューズ,70624,緑,ブランドなし,,600,5-30,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_15,SL5-15,SR,ロックスタイルヘアアクセS,ヘアアクセ,70625,緑,ブランドなし,,600,5-30,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_16,SL5-16,SR,ゴージャスパールドレス,ワンピース,70630,ピンク,ブランドなし,,1200,5-31,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_17,SL5-17,SR,ゴージャスパールシューズ,シューズ,70631,白,ブランドなし,,600,5-31,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_18,SL5-18,SR,ゴージャスパールヘアアクセ,ヘアアクセ,70632,ピンク,ブランドなし,,600,5-31,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_19,SL5-19,R,チャイナロックワンピ,ワンピース,70633,赤,ブランドなし,,900,5-32,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_20,SL5-20,R,チャイナロックブーツ,シューズ,70634,赤,ブランドなし,,450,5-32,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_21,SL5-21,R,チャイナロックヘアアクセ,ヘアアクセ,70635,白,ブランドなし,,450,5-32,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_22,SL5-22,R,ブリティッシュロックレッドグリーントップス,トップス,70636,緑,ブランドなし,,450,5-33,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_23,SL5-23,R,ブリティッシュロックレッドグリーンスカート,ボトムス,70637,赤,ブランドなし,,550,5-33,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_24,SL5-24,R,ブリティッシュロックレッドグリーンシューズ,シューズ,70638,緑,ブランドなし,,500,5-33,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_25,SL5-25,R,ブリティッシュロックレッドグリーンヘアアクセ,ヘアアクセ,70639,赤,ブランドなし,,450,5-33,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_26,SL5-26,R,ひょうがらデニムトップス,トップス,70640,茶,ブランドなし,,550,5-34,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_27,SL5-27,R,ひょうがらデニムスカート,ボトムス,70641,茶,ブランドなし,,500,5-34,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_28,SL5-28,R,ひょうがらデニムシューズ,シューズ,70642,黒,ブランドなし,,450,5-34,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_29,SL5-29,R,ひょうがらデニムヘアアクセ,ヘアアクセ,70643,茶,ブランドなし,,450,5-34,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_30,SL5-30,R,メリーゴーランドフラワートップス,トップス,70644,ピンク,ブランドなし,,500,5-35,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_31,SL5-31,R,メリーゴーランドフラワースカート,ボトムス,70645,ピンク,ブランドなし,,450,5-35,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_32,SL5-32,R,メリーゴーランドフラワーシューズ,シューズ,70646,ピンク,ブランドなし,,550,5-35,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_33,SL5-33,R,メリーゴーランドフラワーヘアアクセ,ヘアアクセ,70647,黄,ブランドなし,,450,5-35,メルティックスターセレクションチャンネル,2018年12月20日～2019年1月16日
sl5_34,SL5-34,SR,スーパーサイリウムファルルラベンダーワンピ,ワンピース,70648,白,ブランドなし,,1200,5-36,福袋,2018年12月27日～2019年1月8日
sl5_35,SL5-35,SR,スーパーサイリウムファルルラベンダーシューズ,シューズ,70649,白,ブランドなし,,600,5-36,福袋,2018年12月27日～2019年1月8日
sl5_36,SL5-36,SR,スーパーサイリウムファルルラベンダーヘアアクセ,ヘアアクセ,70650,紫,ブランドなし,,600,5-36,福袋,2018年12月27日～2019年1月8日
sl5_37,SL5-37,SR,フラワーメレンゲトップス,トップス,70651,ピンク,ブランドなし,,700,5-37,福袋,2018年12月27日～2019年1月8日
sl5_38,SL5-38,SR,フラワーメレンゲスカート,スカート,70652,ピンク,ブランドなし,,650,5-37,福袋,2018年12月27日～2019年1月8日
sl5_39,SL5-39,SR,フラワーメレンゲブーツ,シューズ,70653,紫,ブランドなし,,600,5-37,福袋,2018年12月27日～2019年1月8日
sl5_40,SL5-40,SR,フラワーメレンゲヘアアクセ,ヘアアクセ,70654,ピンク,ブランドなし,,600,5-37,福袋,2018年12月27日～2019年1月8日
sl5_41,SL5-41,SR,マジカルピエロトップス,トップス,70655,緑,ブランドなし,,700,5-38,福袋,2018年12月27日～2019年1月8日
sl5_42,SL5-42,SR,マジカルピエロスカート,スカート,70656,緑,ブランドなし,,650,5-38,福袋,2018年12月27日～2019年1月8日
sl5_43,SL5-43,SR,マジカルピエロシューズ,シューズ,70657,水色,ブランドなし,,600,5-38,福袋,2018年12月27日～2019年1月8日
sl5_44,SL5-44,SR,マジカルピエロヘアアクセ,ヘアアクセ,70658,水色,ブランドなし,,600,5-38,福袋,2018年12月27日～2019年1月8日
sl5_45,SL5-45,SR,ホワイトスワントップス,トップス,70659,黒,ブランドなし,,700,5-39,福袋,2018年12月27日～2019年1月8日
sl5_46,SL5-46,SR,ホワイトスワンパニエ,スカート,70660,白,ブランドなし,,650,5-39,福袋,2018年12月27日～2019年1月8日
sl5_47,SL5-47,SR,ホワイトスワンシューズ,シューズ,70661,黒,ブランドなし,,600,5-39,福袋,2018年12月27日～2019年1月8日
sl5_48,SL5-48,SR,ホワイトスワンヘアアクセ,ヘアアクセ,70662,白,ブランドなし,,600,5-39,福袋,2018年12月27日～2019年1月8日
sl5_49,SL5-49,SR,フレッシュマーチングスタージャケット,トップス,70663,白,ブランドなし,,700,5-40,福袋,2018年12月27日～2019年1月8日
sl5_50,SL5-50,SR,フレッシュマーチングスタースカート,スカート,70664,ピンク,ブランドなし,,650,5-40,福袋,2018年12月27日～2019年1月8日
sl5_51,SL5-51,SR,フレッシュマーチングスターブーツ,シューズ,70665,白,ブランドなし,,600,5-40,福袋,2018年12月27日～2019年1月8日
sl5_52,SL5-52,SR,フレッシュマーチングスターヘアアクセ,ヘアアクセ,70666,黄,ブランドなし,,600,5-40,福袋,2018年12月27日～2019年1月8日
sl5_53,SL5-53,SR,ツインギンガムトップス,トップス,70667,青,ブランドなし,,700,5-41,福袋,2018年12月27日～2019年1月8日
sl5_54,SL5-54,SR,ツインギンガムスカート,スカート,70668,青,ブランドなし,,650,5-41,福袋,2018年12月27日～2019年1月8日
sl5_55,SL5-55,SR,ツインギンガムシューズ,シューズ,70669,青,ブランドなし,,600,5-41,福袋,2018年12月27日～2019年1月8日
sl5_56,SL5-56,SR,ツインギンガムヘアアクセ,ヘアアクセ,70670,赤,ブランドなし,,600,5-41,福袋,2018年12月27日～2019年1月8日
sl5_57,SL5-57,SR,マリオネットミューサイリウムワンピ,ワンピース,70671,ピンク,ブランドなし,,1200,5-42,福袋,2018年12月27日～2019年1月8日
sl5_58,SL5-58,SR,マリオネットミューサイリウムシューズ,シューズ,70672,白,ブランドなし,,600,5-42,福袋,2018年12月27日～2019年1月8日
sl5_59,SL5-59,SR,マリオネットミューサイリウムヘアアクセ,ヘアアクセ,70673,シルバー,ブランドなし,,600,5-42,福袋,2018年12月27日～2019年1月8日
sl5_60,SL5-60,SR,エンジェリックファンシートップス,トップス,70674,ピンク,ブランドなし,,700,5-43,福袋,2018年12月27日～2019年1月8日
sl5_61,SL5-61,SR,エンジェリックファンシースカート,スカート,70675,ピンク,ブランドなし,,650,5-43,福袋,2018年12月27日～2019年1月8日
sl5_62,SL5-62,SR,エンジェリックファンシーシューズ,シューズ,70676,ピンク,ブランドなし,,600,5-43,福袋,2018年12月27日～2019年1月8日
sl5_63,SL5-63,SR,エンジェリックファンシーヘアアクセ,ヘアアクセ,70677,ピンク,ブランドなし,,600,5-43,福袋,2018年12月27日～2019年1月8日
sl5_64,SL5-64,SR,DressingPafeチームサイリウムワンピS,ワンピース,70678,青,ブランドなし,,1200,5-44,福袋,2018年12月27日～2019年1月8日
sl5_65,SL5-65,SR,DressingPafeチームサイリウムシューズS,シューズ,70679,青,ブランドなし,,600,5-44,福袋,2018年12月27日～2019年1月8日
sl5_66,SL5-66,SR,DressingPafeチームサイリウムヘアアクセS,ヘアアクセ,70680,青,ブランドなし,,600,5-44,福袋,2018年12月27日～2019年1月8日
sl5_67,SL5-67,SR,ウィッシュリボンアイドルブラウスM,トップス,70681,黄,ブランドなし,,700,5-45,福袋,2018年12月27日～2019年1月8日
sl5_68,SL5-68,SR,ウィッシュリボンアイドルスカートM,パンツ,70682,黄,ブランドなし,,650,5-45,福袋,2018年12月27日～2019年1月8日
sl5_69,SL5-69,SR,ウィッシュリボンアイドルブーツM,シューズ,70683,黄,ブランドなし,,600,5-45,福袋,2018年12月27日～2019年1月8日
sl5_70,SL5-70,SR,ウィッシュリボンアイドルヘアアクセM,ヘアアクセ,70684,水色,ブランドなし,,600,5-45,福袋,2018年12月27日～2019年1月8日
sl5_71,SL5-71,SR,クリスタルローズビジュートップス,トップス,70685,水色,ブランドなし,,700,5-46,福袋,2018年12月27日～2019年1月8日
sl5_72,SL5-72,SR,クリスタルローズビジュードレス,スカート,70686,水色,ブランドなし,,650,5-46,福袋,2018年12月27日～2019年1月8日
sl5_73,SL5-73,SR,クリスタルローズビジューヒール,シューズ,70687,水色,ブランドなし,,600,5-46,福袋,2018年12月27日～2019年1月8日
sl5_74,SL5-74,SR,エメラルドアラブトップス,トップス,70688,緑,ブランドなし,,700,5-47,福袋,2018年12月27日～2019年1月8日
sl5_75,SL5-75,SR,エメラルドアラブショーパン,スカート,70689,緑,ブランドなし,,650,5-47,福袋,2018年12月27日～2019年1月8日
sl5_76,SL5-76,SR,エメラルドアラブパンプス,シューズ,70690,緑,ブランドなし,,600,5-47,福袋,2018年12月27日～2019年1月8日
sl5_77,SL5-77,SR,ウィッシュリボンアイドルブラウスL,トップス,70691,水色,ブランドなし,,700,5-L1,第5弾らぁらチャンネル,2018年12月6日～2019年2月6日
sl5_78,SL5-78,SR,ウィッシュリボンアイドルスカートL,ボトムス,70692,水色,ブランドなし,,650,5-L1,第5弾らぁらチャンネル,2018年12月6日～2019年2月6日
sl5_79,SL5-79,SR,ウィッシュリボンアイドルブーツL,シューズ,70693,水色,ブランドなし,,600,5-L1,第5弾らぁらチャンネル,2018年12月6日～2019年2月6日
sl5_80,SL5-80,SR,ウィッシュリボンアイドルヘアアクセL,ヘアアクセ,70694,水色,ブランドなし,,600,5-L1,第5弾らぁらチャンネル,2018年12月6日～2019年2月6日
sl5_81,SL5-81,SR,ドリームTRサイリウムワンピ,ワンピース,70695,白,ブランドなし,,1200,5-L2,第5弾らぁらチャンネル,2018年12月6日～2019年2月6日
sl5_82,SL5-82,SR,ドリームTRサイリウムシューズ,シューズ,70696,白,ブランドなし,,600,5-L2,第5弾らぁらチャンネル,2018年12月6日～2019年2月6日
sl5_83,SL5-83,SR,ドリームTRサイリウムヘアアクセ,ヘアアクセ,70697,ピンク,ブランドなし,,600,5-L2,第5弾らぁらチャンネル,2018年12月6日～2019年2月6日
sl5_98,SL5-98,SR,クマのぬいぐるみ,パシャッとアイテム,70712,ピンク,ブランドなし,,600,5-L-PI,第5弾らぁらチャンネル,2018年12月6日～2019年2月6日
sl5_84,SL5-84,SR,ファンタジータイムサイリウムワンピ,ワンピース,70698,ピンク,ブランドなし,,1200,5-L3,第5弾ゆいチャンネル,2018年12月27日～2019年2月6日
sl5_85,SL5-85,SR,ファンタジータイムサイリウムシューズ,シューズ,70699,ピンク,ブランドなし,,600,5-L3,第5弾ゆいチャンネル,2018年12月27日～2019年2月6日
sl5_86,SL5-86,SR,ファンタジータイムサイリウムヘアアクセ,ヘアアクセ,70700,ピンク,ブランドなし,,600,5-L3,第5弾ゆいチャンネル,2018年12月27日～2019年2月6日
sl5_87,SL5-87,SR,ラビットハートファンシートップス,トップス,70701,ピンク,ブランドなし,,700,5-L4,第5弾ゆいチャンネル,2018年12月27日～2019年2月6日
sl5_88,SL5-88,SR,ラビットハートファンシースカート,ボトムス,70702,ピンク,ブランドなし,,650,5-L4,第5弾ゆいチャンネル,2018年12月27日～2019年2月6日
sl5_89,SL5-89,SR,ラビットハートファンシーシューズ,シューズ,70703,ピンク,ブランドなし,,600,5-L4,第5弾ゆいチャンネル,2018年12月27日～2019年2月6日
sl5_90,SL5-90,SR,ラビットハートファンシーヘアアクセ,ヘアアクセ,70704,水色,ブランドなし,,600,5-L4,第5弾ゆいチャンネル,2018年12月27日～2019年2月6日
sl5_99,SL5-99,SR,プニコンのぬいぐるみ,パシャッとアイテム,70713,ピンク,ブランドなし,,600,5-L-PI,第5弾ゆいチャンネル,2018年12月27日～2019年2月6日
sl5_91,SL5-91,SR,SoLaMi?SMILEチームサイリウムワンピL,ワンピース,70705,ピンク,ブランドなし,,1200,5-L5,第5弾らぁら&ゆいチャンネル,2019年1月17日～2019年2月6日
sl5_92,SL5-92,SR,SoLaMi?SMILEチームサイリウムシューズL,シューズ,70706,ピンク,ブランドなし,,600,5-L5,第5弾らぁら&ゆいチャンネル,2019年1月17日～2019年2月6日
sl5_93,SL5-93,SR,SoLaMi?SMILEチームサイリウムヘアアクセL,ヘアアクセ,70707,ピンク,ブランドなし,,600,5-L5,第5弾らぁら&ゆいチャンネル,2019年1月17日～2019年2月6日
sl5_94,SL5-94,SR,マジカる☆スターピンクトップス,トップス,70708,ピンク,ブランドなし,,700,5-L6,第5弾らぁら&ゆいチャンネル,2019年1月17日～2019年2月6日
sl5_95,SL5-95,SR,マジカる☆スターピンクスカート,ボトムス,70709,ピンク,ブランドなし,,650,5-L6,第5弾らぁら&ゆいチャンネル,2019年1月17日～2019年2月6日
sl5_96,SL5-96,SR,マジカる☆スターピンクシューズ,シューズ,70710,ピンク,ブランドなし,,600,5-L6,第5弾らぁら&ゆいチャンネル,2019年1月17日～2019年2月6日
sl5_97,SL5-97,SR,マジカる☆スターピンクヘアアクセ,ヘアアクセ,70711,白,ブランドなし,,600,5-L6,第5弾らぁら&ゆいチャンネル,2019年1月17日～2019年2月6日
sl6_01,SL6-01,PR,パラダイスドレス,ワンピース,70839,白,ブランドなし,,1610,6-P1,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_02,SL6-02,PR,パラダイスシューズ,シューズ,70840,白,ブランドなし,,750,6-P1,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_03,SL6-03,PR,パラダイスティアラ,ヘアアクセ,70841,白,ブランドなし,,750,6-P1,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_04,SL6-04,PR,スターリィライトパープルトップス,トップス,70842,紫,ブランドなし,,850,6-P2,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_05,SL6-05,PR,スターリィライトパープルスカート,ボトムス,70843,紫,ブランドなし,,800,6-P2,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_06,SL6-06,PR,スターリィライトパープルシューズ,シューズ,70844,紫,ブランドなし,,750,6-P2,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_07,SL6-07,PR,スターリィライトパープルヘアアクセ,ヘアアクセ,70845,紫,ブランドなし,,750,6-P2,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_08,SL6-08,SR,ピュアプレミアムウエディング,ワンピース,70846,白,ブランドなし,,1200,6-P3,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_09,SL6-09,SR,ピュアプレミアムハイヒール,シューズ,70847,ピンク,ブランドなし,,600,6-P3,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_10,SL6-10,SR,クリスタルスノープリンセストップス,トップス,70848,水色,ブランドなし,,700,6-P4,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_11,SL6-11,SR,クリスタルスノープリンセススカート,ボトムス,70849,水色,ブランドなし,,650,6-P4,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_12,SL6-12,SR,クリスタルスノープリンセスブーツ,シューズ,70850,水色,ブランドなし,,600,6-P4,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_13,SL6-13,SR,クリスタルスノーヘアアクセ,ヘアアクセ,70851,水色,ブランドなし,,600,6-P4,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_14,SL6-14,SR,トライアングルクーレストワンピ,ワンピース,70852,紫,ブランドなし,,1200,6-P5,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_15,SL6-15,SR,トライアングルクーレストシューズ,シューズ,70853,紫,ブランドなし,,600,6-P5,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_16,SL6-16,SR,トライアングルクーレストヘアアクセ,ヘアアクセ,70854,紫,ブランドなし,,600,6-P5,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_17,SL6-17,SR,じゅんぱくのつばさトップス,トップス,70855,白,ブランドなし,,650,6-P6,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_18,SL6-18,SR,じゅんぱくのつばさスカート,ボトムス,70856,白,ブランドなし,,700,6-P6,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_19,SL6-19,SR,じゅんぱくのつばさシューズ,シューズ,70857,白,ブランドなし,,600,6-P6,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_20,SL6-20,SR,じゅんぱくのつばさヘアアクセ,ヘアアクセ,70858,白,ブランドなし,,600,6-P6,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_21,SL6-21,R,フレッシュピンクベアトップ,トップス,70859,ピンク,ブランドなし,,550,6-P7,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_22,SL6-22,R,フレッシュピンクパニエ,ボトムス,70860,ピンク,ブランドなし,,450,6-P7,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
sl6_23,SL6-23,R,フレッシュピンクブーツ,シューズ,70861,白,ブランドなし,,500,6-P7,プリティーリズム・プリパラ復刻「あいらとアンジュ」セレクション,2019年2月21日～2019年4月3日
