item_id,rarity,name,category,image_num,color,brand,type,like,outfit_id,series_name,collection_term
PCH6-34,R,ガーデンフラワーグリーンスカート,ボトムス,70764,緑,プレシャスミューズ,プレミアム,450,6-12,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-35,R,ガーデンフラワーグリーンシューズ,シューズ,70765,緑,プレシャスミューズ,プレミアム,500,6-12,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-36,R,ガーデンフラワーグリーンヘアアクセ,ヘアアクセ,70766,白,プレシャスミューズ,プレミアム,450,6-12,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-37,R,トランプディーラーワインレッドトップス,トップス,70767,赤,シークレットアリス,クール,550,6-13,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-38,R,トランプディーラーワインレッドスカート,ボトムス,70768,赤,シークレットアリス,クール,500,6-13,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-39,R,トランプディーラーワインレッドシューズ,シューズ,70769,赤,シークレットアリス,クール,450,6-13,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-40,R,トランプディーラーワインレッドヘアアクセ,ヘアアクセ,70770,赤,シークレットアリス,クール,450,6-13,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-41,N,ウィンターファーピンクワンピ,ワンピース,70771,ピンク,スイートハニー,ラブリー,600,6-14,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-42,N,ウィンターファーピンクシューズ,シューズ,70772,ピンク,スイートハニー,ラブリー,300,6-14,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-43,N,ウィンターファーピンクヘアアクセ,ヘアアクセ,70773,ピンク,スイートハニー,ラブリー,300,6-14,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-44,N,クラシックハートレッドトップス,トップス,70774,黒,ユニバースクイーン,クール,400,6-15,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-45,N,クラシックハートレッドスカート,ボトムス,70775,赤,ユニバースクイーン,クール,350,6-15,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-46,N,クラシックハートレッドシューズ,シューズ,70776,黒,ユニバースクイーン,クール,300,6-15,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-47,N,クラシックハートレッドヘアアクセ,ヘアアクセ,70777,赤,ユニバースクイーン,クール,300,6-15,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-48,N,たんていボーイブルートップス,トップス,70778,白,ガールズエール,ポップ,350,6-16,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-49,N,たんていボーイブルーパンツ,ボトムス,70779,水色,ガールズエール,ポップ,300,6-16,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-50,N,たんていボーイブルーシューズ,シューズ,70780,茶,ガールズエール,ポップ,400,6-16,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-51,N,たんていボーイブルーヘアアクセ,ヘアアクセ,70781,水色,ガールズエール,ポップ,300,6-16,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-52,N,ニュースペーパーダンスジャケット,トップス,70782,白,ロマンスビート,クール,400,6-17,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-53,N,ニュースペーパーダンスパンツ,ボトムス,70783,緑,ロマンスビート,クール,300,6-17,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-54,N,ニュースペーパーダンスシューズ,シューズ,70784,白,ロマンスビート,クール,350,6-17,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-55,N,ニュースペーパーダンスヘアアクセ,ヘアアクセ,70785,白,ロマンスビート,クール,300,6-17,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-56,N,レーシーブルートップス,トップス,70786,白,ドーリーワルツ,ラブリー,400,6-18,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-57,N,レーシーブルースカート,ボトムス,70787,青,ドーリーワルツ,ラブリー,350,6-18,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-58,N,レーシーブルーシューズ,シューズ,70788,白,ドーリーワルツ,ラブリー,300,6-18,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-59,N,レーシーブルーヘアアクセ,ヘアアクセ,70789,青,ドーリーワルツ,ラブリー,300,6-18,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-60,N,ドレッシーレザーワンピ,ワンピース,70790,黒,ユニバースクイーン,クール,600,6-19,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-61,N,ドレッシーレザーシューズ,シューズ,70791,紫,ユニバースクイーン,クール,300,6-19,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-62,N,ドレッシーレザーヘアアクセ,ヘアアクセ,70792,白,ユニバースクイーン,クール,300,6-19,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-63,R,ホワイトフェザーペン,パシャッとアイテム,70793,白,プレシャスミューズ,プレミアム,450,6-PI,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-64,R,キュートハブラシ,パシャッとアイテム,70794,ピンク,ガールズエール,ポップ,450,6-PI,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-65,R,ビッグハンバーガー,パシャッとアイテム,70795,茶,ガールズエール,ポップ,450,6-PI,第6弾 2月チャンネル・3月チャンネル共通,
PCH6-66,SR,ハートフルバレンタインレッドトップス,トップス,70796,茶,シークレットアリス,クール,700,6-20,第6弾2月チャンネル バレンタインキャンペーン,2019年2月7日～2019年2月27日
PCH6-67,SR,ハートフルバレンタインレッドスカート,ボトムス,70797,赤,シークレットアリス,クール,650,6-20,第6弾2月チャンネル バレンタインキャンペーン,2019年2月7日～2019年2月27日
PCH6-68,SR,ハートフルバレンタインレッドシューズ,シューズ,70798,茶,シークレットアリス,クール,600,6-20,第6弾2月チャンネル バレンタインキャンペーン,2019年2月7日～2019年2月27日
PCH6-69,SR,ハートフルバレンタインレッドヘアアクセ,ヘアアクセ,70799,赤,シークレットアリス,クール,600,6-20,第6弾2月チャンネル バレンタインキャンペーン,2019年2月7日～2019年2月27日
PCH6-70,SR,ハートフルバレンタインパープルトップス,トップス,70800,茶,シークレットアリス,クール,700,6-21,第6弾2月チャンネル バレンタインキャンペーン,2019年2月7日～2019年2月27日
PCH6-71,SR,ハートフルバレンタインパープルスカート,ボトムス,70801,紫,シークレットアリス,クール,650,6-21,第6弾2月チャンネル バレンタインキャンペーン,2019年2月7日～2019年2月27日
PCH6-72,SR,ハートフルバレンタインパープルシューズ,シューズ,70802,茶,シークレットアリス,クール,600,6-21,第6弾2月チャンネル バレンタインキャンペーン,2019年2月7日～2019年2月27日
PCH6-73,SR,ハートフルバレンタインパープルヘアアクセ,ヘアアクセ,70803,紫,シークレットアリス,クール,600,6-21,第6弾2月チャンネル バレンタインキャンペーン,2019年2月7日～2019年2月27日
PCH6-74,SR,はつねミクワンピ,ワンピース,70745,シルバー,ブランドなし,,1200,6-7,第6弾2月チャンネル・3月チャンネル共通初音ミク復刻コラボ・リラックマコラボ,
PCH6-75,SR,はつねミクシューズ,シューズ,70746,黒,ブランドなし,,600,6-7,第6弾2月チャンネル・3月チャンネル共通初音ミク復刻コラボ・リラックマコラボ,
PCH6-76,SR,はつねミクヘアアクセ,ヘアアクセ,70747,黒,ブランドなし,,600,6-7,第6弾2月チャンネル・3月チャンネル共通初音ミク復刻コラボ・リラックマコラボ,
PCH6-77,SR,ゆきミクワンピ,ワンピース,70748,白,ブランドなし,,1200,6-8,第6弾2月チャンネル・3月チャンネル共通初音ミク復刻コラボ・リラックマコラボ,
PCH6-78,SR,ゆきミクシューズ,シューズ,70749,白,ブランドなし,,600,6-8,第6弾2月チャンネル・3月チャンネル共通初音ミク復刻コラボ・リラックマコラボ,
PCH6-79,SR,ゆきミクヘアアクセ,ヘアアクセ,70750,白,ブランドなし,,600,6-8,第6弾2月チャンネル・3月チャンネル共通初音ミク復刻コラボ・リラックマコラボ,
PCH6-80,SR,リラックマパンケーキトップス,トップス,70751,茶,ブランドなし,,700,6-9,第6弾2月チャンネル・3月チャンネル共通初音ミク復刻コラボ・リラックマコラボ,
PCH6-81,SR,リラックマパンケーキスカート,ボトムス,70752,茶,ブランドなし,,650,6-9,第6弾2月チャンネル・3月チャンネル共通初音ミク復刻コラボ・リラックマコラボ,
PCH6-82,SR,リラックマパンケーキシューズ,シューズ,70753,茶,ブランドなし,,600,6-9,第6弾2月チャンネル・3月チャンネル共通初音ミク復刻コラボ・リラックマコラボ,
PCH6-83,SR,リラックマパンケーキヘアアクセ,ヘアアクセ,70754,茶,ブランドなし,,600,6-9,第6弾2月チャンネル・3月チャンネル共通初音ミク復刻コラボ・リラックマコラボ,
PCH6-84,KR,ピュアプリンセスホワイティキラッとワンピ,ワンピース,70804,白,スイートハニー,ラブリー,1900,6-22,第6弾3月チャンネル限定,
PCH6-85,KR,ピュアプリンセスホワイティキラッとシューズ,シューズ,70805,白,スイートハニー,ラブリー,1000,6-22,第6弾3月チャンネル限定,
PCH6-86,KR,ピュアプリンセスホワイティキラッとヘアアクセ,ヘアアクセ,70806,白,スイートハニー,ラブリー,900,6-22,第6弾3月チャンネル限定,
PCH6-87,KR,ピュアプリンセスクリムゾンキラッとワンピ,ワンピース,70807,赤,ユニバースクイーン,クール,1900,6-23,第6弾3月チャンネル限定,
PCH6-88,KR,ピュアプリンセスクリムゾンキラッとシューズ,シューズ,70808,赤,ユニバースクイーン,クール,1000,6-23,第6弾3月チャンネル限定,
PCH6-89,KR,ピュアプリンセスクリムゾンキラッとヘアアクセ,ヘアアクセ,70809,赤,ユニバースクイーン,クール,900,6-23,第6弾3月チャンネル限定,
PCH6-90,PR,もこもこモンスターパープルトップス,トップス,70810,紫,ユニバースクイーン,クール,850,6-24,第6弾3月チャンネル限定,
PCH6-91,PR,もこもこモンスターパープルスカート,ボトムス,70811,紫,ユニバースクイーン,クール,800,6-24,第6弾3月チャンネル限定,
PCH6-92,PR,もこもこモンスターパープルシューズ,シューズ,70812,水色,ユニバースクイーン,クール,750,6-24,第6弾3月チャンネル限定,
PCH6-93,PR,もこもこモンスターパープルヘアアクセ,ヘアアクセ,70813,紫,ユニバースクイーン,クール,750,6-24,第6弾3月チャンネル限定,
PCH6-94,PR,もこもこモンスターピンクトップス,トップス,70814,ピンク,ユニバースクイーン,クール,800,6-25,第6弾3月チャンネル限定,
PCH6-95,PR,もこもこモンスターピンクスカート,ボトムス,70815,ピンク,ユニバースクイーン,クール,850,6-25,第6弾3月チャンネル限定,
PCH6-96,PR,もこもこモンスターピンクシューズ,シューズ,70816,黄,ユニバースクイーン,クール,750,6-25,第6弾3月チャンネル限定,
PCH6-97,PR,もこもこモンスターピンクヘアアクセ,ヘアアクセ,70817,赤,ユニバースクイーン,クール,750,6-25,第6弾3月チャンネル限定,
PCH6-98,SR,ホワイトデーラブミントトップス,トップス,70818,水色,ドーリーワルツ,ラブリー,700,6-26,第6弾3月チャンネル限定,
PCH6-99,SR,ホワイトデーラブミントスカート,ボトムス,70819,水色,ドーリーワルツ,ラブリー,650,6-26,第6弾3月チャンネル限定,
PCH6-100,SR,ホワイトデーラブミントシューズ,シューズ,70820,水色,ドーリーワルツ,ラブリー,600,6-26,第6弾3月チャンネル限定,
PCH6-101,SR,ホワイトデーラブミントヘアアクセ,ヘアアクセ,70821,水色,ドーリーワルツ,ラブリー,600,6-26,第6弾3月チャンネル限定,
PCH6-102,SR,チョコホイップオレンジトップス,トップス,70822,オレンジ,スイートハニー,ラブリー,650,6-27,第6弾3月チャンネル限定,
PCH6-103,SR,チョコホイップオレンジスカート,ボトムス,70823,オレンジ,スイートハニー,ラブリー,700,6-27,第6弾3月チャンネル限定,
PCH6-104,SR,チョコホイップオレンジシューズ,シューズ,70824,白,スイートハニー,ラブリー,600,6-27,第6弾3月チャンネル限定,
PCH6-105,SR,チョコホイップオレンジヘアアクセ,ヘアアクセ,70825,白,スイートハニー,ラブリー,600,6-27,第6弾3月チャンネル限定,
PCH6-106,SR,チョコホイップサワートップス,トップス,70826,水色,スイートハニー,ラブリー,700,6-28,第6弾3月チャンネル限定,
PCH6-107,SR,チョコホイップサワースカート,ボトムス,70827,水色,スイートハニー,ラブリー,650,6-28,第6弾3月チャンネル限定,
PCH6-108,SR,チョコホイップサワーシューズ,シューズ,70828,白,スイートハニー,ラブリー,600,6-28,第6弾3月チャンネル限定,
PCH6-109,SR,チョコホイップサワーヘアアクセ,ヘアアクセ,70829,白,スイートハニー,ラブリー,600,6-28,第6弾3月チャンネル限定,
PCH6-110,SR,シュワシュワソーダ,パシャッとアイテム,70830,赤,ガールズエール,ポップ,600,6-PI,第6弾3月チャンネル限定,
PCH6-111,SR,ホワイトデーラブピンクトップス,トップス,70831,ピンク,ドーリーワルツ,ラブリー,700,6-29,第6弾3月チャンネルホワイトデーキャンペーン,2019年2月28日～2019年3月20日
PCH6-112,SR,ホワイトデーラブピンクスカート,ボトムス,70832,ピンク,ドーリーワルツ,ラブリー,650,6-29,第6弾3月チャンネルホワイトデーキャンペーン,2019年2月28日～2019年3月20日
PCH6-113,SR,ホワイトデーラブピンクシューズ,シューズ,70833,ピンク,ドーリーワルツ,ラブリー,600,6-29,第6弾3月チャンネルホワイトデーキャンペーン,2019年2月28日～2019年3月20日
PCH6-114,SR,ホワイトデーラブピンクヘアアクセ,ヘアアクセ,70834,ピンク,ドーリーワルツ,ラブリー,600,6-29,第6弾3月チャンネルホワイトデーキャンペーン,2019年2月28日～2019年3月20日
PCH6-115,SR,ホワイトデーラブパープルトップス,トップス,70835,紫,ドーリーワルツ,ラブリー,600,6-30,第6弾3月チャンネルホワイトデーキャンペーン,2019年2月28日～2019年3月20日
PCH6-116,SR,ホワイトデーラブパープルスカート,ボトムス,70836,紫,ドーリーワルツ,ラブリー,750,6-30,第6弾3月チャンネルホワイトデーキャンペーン,2019年2月28日～2019年3月20日
PCH6-117,SR,ホワイトデーラブパープルシューズ,シューズ,70837,紫,ドーリーワルツ,ラブリー,650,6-30,第6弾3月チャンネルホワイトデーキャンペーン,2019年2月28日～2019年3月20日
PCH6-118,SR,ホワイトデーラブパープルヘアアクセ,ヘアアクセ,70838,紫,ドーリーワルツ,ラブリー,600,6-30,第6弾3月チャンネルホワイトデーキャンペーン,2019年2月28日～2019年3月20日
